Model_Code,c40HC
S98SNNSWH1,1232
S98SWBWH,920
S98VBTSWH,920
S98VFBWHW,920
S98VWBWH,920
S98VYBSSH,920
S98VYH1,920
S98VYNSSH,920
S99IBTDWH,320
S99ICTDWH,320
S99IGNNSH,1232
S99IJBNWH,1232
S99IJBSWH,920
S99IJBSWH1,920
S99IJNNSH,1232
S99ILBDWH,320
S99IYTDWH,320
S99SJNNSH,1232
S99SJNNWH,1232
S99VJNNSH,1232
S99WBTDWH,320
S99WDBDWH,320
S99WDTDWH,320
S99WDTNWH,2214
S99WETDWH,320
S99WLTDWH,320
S99WQCMTDW,320
S9ATQNNBDS,320
S9AWQNTBDW,320
S9BGQNTBDW,320
S9BTNDNBDW,320
S9BTNDPTDW,320
S9BTNLPTDW,320
S9BTQDMTDW,320
S9BTQDNTDW,320
S9BTQDRTDW,320
S9BTQNNBDS,320
S9BWNDNTDW,320
S9BWNLNTDW,320
S9BWQDNTDW,320
S9BWQNNNCW,230
S9BWQNNNNS,1386
S9BWQNRBDS,320
S9BWQNTBDW,320
S9BWQNTBNW1,1386
S9BWQNTNNW1,1386
S9ESNLNNSS,1232
S9GBDNRNNS,1231
S9GBDNTNNW,1231
S9GWDNRBNS,1231
S9GWDNRNNS,1231
S9GWDNTBNW,1231
S9GWDNTNNS,1231
S9GWDNTNNW,1231
S9JWYBDWH,420
SA122CL,675
SA182CL,496
SA242CL,496
SACTN,7100
SAEGW25121G,7260
SB-19107ST,150
SB-19108WD,150
SB-19108WDM,150
SB006SAAN0,51
SB010SAAN0,51
SBA3ST02,4166400
SBEF3MQ,1767
SBEF3MQ1,1767
SBEF3MQT,1767
SBEF3WBQT,1767
SBEF3WOQT,1767
SBEF3WPQT,1767
SBEF3WSQT,1767
SBEF3WWQT,1767
SBEI3CSQ,1767
SBEI3CSQT,1767
SBEI3GQ,1767
SBEI3GQT,1767
SBEI3MPQ,1767
SBEI3MPQT,1767
SBEI3MQ,1767
SBEI3MQT,1767
SBEI3WBQT,1767
SBEI3WMQT,1767
SBEI3WOQT,1767
SBEI3WPQT,1767
SBEI3WWQT,1767
SBEY3GS2,1767
SBEY3MS,1767
SBL9S,2376
SC000005D01,2352
SC000005D02,2352
SC000005D03,2352
SC000005D04,2352
SC061205A02,2352
SC061205A03,2352
SC061505A01,2100
SC061508P00,912
SC091505A01,2063
SC091505A02,1848
SC091908P00,912
SC091910C00,920
SC091910DT0,912
SC1010HD,24640
SC1210HC,15840
SC1210KC,1290
SC122515AT0,399
SC122815AT0,399
SC1510KC,1290
SC1510LC,1290
SC2-1885ST,161
SC2-1895ST,161
SC2-18965WD,150
SC2010HD,24192
SC2410GC,19800
SC2510FC,23760
SC3-1684ST,161
SC3-17854WD,161
SC3-1794TS,161
SC3-1794TW,161
SC4-1680SR,161
SC4-1684SR,161
SC4-1694TW,162
SC5-1570SG,161
SC5-1573SG,162
SC5-1583SG,162
SC5010FC,23760
SC5010FD,24640
SC5GMR40,51
SC5GMR42,51
SC5GMR42S,51
SC5GMR4E,51
SC5GMR4ES,51
SC5GMR52,51
SC5GMR52C,51
SC5GMR52CS,51
SC5GMR52S,51
SC5GMR5E,51
SC5GMR5ES,51
SC5GMR60,51
SC5GMR60B,51
SC5GMR60S,51
SC5GMR61,51
SC5GMR61B,51
SC5GMR61S,51
SC5GMR70,51
SC5GMR70S,51
SC5GMR80A,51
SC5GMR80S,51
SC5GMR81A,51
SC5GMR81H,51
SC5GMR81S,51
SC5GMR82A,51
SC5GMR82H,51
SC5GMR82S,51
SC5GMR8EH,51
SC5MBR42,51
SC5MBR42C,51
SC5MBR42CS,51
SC5MBR42S,51
SC5MBR43,51
SC5MBR43S,51
SC5MBR4E,51
SC5MBR4ES,51
SC5MBR4G,51
SC5MBR53,51
SC5MBR60,51
SC5MBR60B,51
SC5MBR60S,51
SC5MBR61,51
SC5MBR61B,51
SC5MBR61S,51
SC5MBR62B,51
SC5MBR6R,51
SC5MBR71,51
SC5MBR71S,51
SC5MBR80A,51
SC5MBR80S,51
SC5MBR81A,51
SC5MBR81H,51
SC5MBR81S,51
SC5MBR8RA,51
SC5MBR8RH,51
SC5MBR8RS,51
SC5MER41,51
SC5MER42,51
SC5MER42S,51
SC5MHR60,51
SC5MHR80H,51
SC5MLR42,51
SC5MNR40,51
SC5MNR42,51
SC5MPR71S,51
SC5MRR42,51
SC5MRR42S,51
SC5MRR61,51
SC5MSR40S,51
SC5MSR41,51
SC5MSR41S,51
SC5MSR42,51
SC5MSR42C,51
SC5MSR42CS,51
SC5MSR42S,51
SC5MSR4G,51
SC5MSR72,51
SC5MSR72S,51
SC5MSR82A,51
SC5MSR82H,51
SC5MSR82S,51
SC5MYR43,51
SC6010HC,14400
SC7510FC,23760
SC7510LC,11520
SC9010KC,11880
SCA1WP,1320
SCA2WP,1320
SCO24GA0,110
SCO24WU4KR2,110
SCO37HUED,114
SCO42WD2,52
SCO48WD2,52
SCSE30W3,84
SCSG30W3,84
SCT24GPL,234
SCT24NPD,234
SCT24NPD2,234
SCT36NND,208
SCT42GM2,182
SCT48GM2,182
SCT48NMD,182
SCWC30W3,84
SD-3855SCR,380
SD020SASN0,51
SD025SASN0,51
SD030SASN0,51
SD030SSSN0,51
SDB1008D1R,8920
SDB2812Y1S,1920
SDB3112Y1S,1920
SDB521D1R,4800
SDB5302Y2S,1625
SDB5312Y2S,1625
SDB5312Y3S,1625
SDB7512Y1S,1625
SDB858D2R,8920
SDNTHS72S,142
SDP2212Y1S,3840
SDP2412Y1S,3840
SDP2412Y2S,3840
SDP401A1R,5600
SDP401A2R,5600
SDP528D1R,5600
SDQ4012Y1S,1920
SDQ4202Y3S,1920
SDQ4212Y3S,1920
SDQ4212Y4S,1920
SDQ4212Y5S,1920
SDQ4212Y6S,1920
SDQ4612Y1S,1920
SDQ528D1R,4480
SDQ5302Y1S,1920
SDQ5302Y2S,1920
SDQ5302Y3S,1920
SDQ5302Y4S,1920
SDQ5302Y5S,1920
SDQ581D1R,4480
SDQ608D1R,4480
SDQ658D1R,4480
SDQ701D1R,4480
SDQ708D1R,4480
SDQ751D2R,4480
SDQ781D1R,4480
SDQ858D1R,4480
SDQ928D1R,4480
SDU527HM,158
SDU527HS,158
SDU527HW,158
SDU557HM,160
SDU557HS,160
SDU557HW,160
SDU587HH,160
SDU587HM,160
SDU587HV,160
SDU587HW,160
SDWB24W3,142
SDWD24P3,150
SEN015KCL38,6720
SEN015KCL58,6720
SEN015KCW38,4800
SEN015KCW58,4800
SEQ11AN,720
SEQ11AU,490
SF110000S,600
SF180000S,600
SF700000S,800
SG-20124ST,102
SG-20128WD,102
SG-5I700TSL,28
SG-W65TSL,45
SG1,24
SG122CJ,252
SG182CJ,224
SG242CJ,150
SGL-185RP4,144
SGL-195NM4,144
SGL-195NP4,144
SGL-195SM4,144
SH060905A00,2268
SH060905D00,1800
SH060905D02,2268
SH060905D03,2100
SH061205A00,2063
SH061205A01,2100
SH061205D00,2100
SH061205D02,2268
SH061205D03,2268
SH061205D04,2100
SH061505A00,2063
SH061505D00,2100
SH061505D01,2063
SH061505D03,2063
SH061505D04,2100
SH061505P00,2100
SH061510A00,872
SH091505A00,1920
SH091505A01,2100
SH091505D02,2268
SH091505D03,2063
SH091505D08,1848
SH091505D09,912
SH091505D10,912
SH091510A00,872
SH091905A00,1753
SH091905D04,912
SH091905D05,912
SH091915A00,546
SH121910A00,546
SH122815A00,436
SH151915A00,546
SHB4002U1S,1625
SHP2002R1S,3840
SHP2202U1S,3840
SHP2204U1S,3840
SHP952B1R,5600
SHP952B2R,5600
SHP954D1R,5600
SHR1182D1R,1920
SHR4802R1S,1920
SHR4900W2S,2400
SHR5100U2S,2400
SHR5202U1S,1920
SHR5402R1S,1920
SHR5500R1S,1920
SHR5500U1S,2400
SHR9502W1S,1920
SJ091CD,1044
SJ092CD,814
SJ092CM,814
SJ092HD,1044
SJ121CD,1044
SJ121HD,1044
SJ121HZ,750
SJ122CD,1092
SJ122CM,814
SJ122HD,1044
SJ182CD,682
SJ182HD,500
SJ242CD,620
SJ242HD,500
SJQ061BM3W,840
SJQ072BS1W,800
SKSBG3606S,3424
SKSBG4806S,2688
SKSCF1801P,69
SKSCF1811P,39
SKSCF1831P,69
SKSCF2401P,54
SKSCF2411P,54
SKSCF2431P,54
SKSCF3001P,42
SKSCH3001S,209
SKSCH3601S,181
SKSCR2401P,54
SKSCR2411P,54
SKSCR2431P,54
SKSCR3001P,42
SKSCR3011P,42
SKSCR3031P,42
SKSCV3002S,84
SKSCV3012MT,84
SKSCV3012ST,84
SKSCW181RP,69
SKSCW182RP,69
SKSCW183RP,69
SKSCW241RP,54
SKSCW242RP,54
SKSCW243RP,54
SKSDC360S,728
SKSDC480S,539
SKSDR360GS,56
SKSDR360IS,56
SKSDR360S,56
SKSDR360SS,56
SKSDR480GS,44
SKSDR480SGS,44
SKSDR480SIS,44
SKSDV3002S,64
SKSDV3012MT,64
SKSDV3012ST,64
SKSDW2401P,160
SKSDW2401S,142
SKSDW2402P,160
SKSDW2411S,142
SKSDW2411T,142
SKSFD3604P,36
SKSFD3613S,28
SKSFD3614P,36
SKSFD3623SD,40
SKSFD3634P,36
SKSFD4826MT,27
SKSFD4826P,27
SKSFD4826SP,27
SKSFJ800P,30
SKSFK800CS,80
SKSGR360GS,56
SKSGR360S,56
SKSGR480GS,44
SKSGT3054S,440
SKSGT3654S,360
SKSHI3601S,260
SKSHI4801S,184
SKSHK230HS,20592
SKSHK310HS,80
SKSHK480HS,40
SKSIR360IS,56
SKSIT3001G,704
SKSIT3001GE,704
SKSIT3601G,533
SKSIT3601GE,533
SKSIT3621MS,162
SKSLV2401S,272
SKSLV2421MS,272
SKSLV2423MS,272
SKSLV3001S,180
SKSLV3011MT,180
SKSMC2401S,438
SKSMC2411S,504
SKSOV2411S,162
SKSOV2421MS,162
SKSPH3602S,181
SKSPH4802S,138
SKSPK180CS,210
SKSPK185CMT,210
SKSPK185CS,210
SKSPK240CS,160
SKSPK245CMT,160
SKSPK245CS,160
SKSPK300CS,140
SKSPK305CMT,142
SKSPK305CS,142
SKSPK360FMT,160
SKSPK360FS,160
SKSPK480FMT,320
SKSPK480FS,32
SKSRT360GS,112
SKSRT360S,112
SKSRT360SIS,112
SKSRT480GS,88
SKSRT480SIS,88
SKSSB4202S,30
SKSSV3001S,126
SKSSV3011MT,126
SKSUD2402E,108
SKSUD2402P,108
SKSUW2401G,108
SKSUW2401P,108
SKSWD2421MS,741
SKSWK185LMT,210
SKSWK185LS,210
SKSWK185RMT,210
SKSWK185RS,210
SKSWK245LMT,160
SKSWK245LS,160
SKSWK245RMT,160
SKSWK245RS,160
SL-KLQ40PFN,5670
SL-LQ18PT,5670
SL-LQ18PTNN,5670
SL-LQ40CR,5670
SL-LQ40PT,5670
SL-LQ40RT,5670
SL122CR,603
SL182CR,456
SL242CR,456
SLL-4L306,1008
SLL-5L306,1008
SM175713Z00,230400
SM175721Z00,230400
SM1757T2Z00,230400
SM2130T1Z00,48000
SM2130T2Z00,48000
SM2140T1Z00,48000
SM2140T2Z00,48000
SM2150T1Z00,48000
SM2150T2Z00,48000
SM2150T3Z00,48000
SM2157SAZ00,48000
SM2157T1Z00,48000
SM2157T2Z00,48000
SM2157TAZ00,48000
SM282CE,171
SM345713Z00,230400
SM345721Z00,273600
SM3457T2Z00,230400
SM3457T3Z00,230400
SMA550T1Z01,48000
SMA550T2Z01,48000
SMA550T3Z01,48000
SMA557T1Z01,48000
SMA557T2Z01,48000
SMA557T3Z01,48000
SMBUSB00A,25272
SN05ACR,840
SN05DLG-2,840
SN05DLX,675
SN05DLX-2,670
SN05DVX,675
SN05DVX-2,670
SN05ICE,264
SN05ICEX,675
SN05LFG,1089
SN05LFG-2,1089
SN05LPBX,880
SN05LPBX-2,675
SN05LPBX-3,675
SN05LPBX-P,675
SN05LPBX-R,1089
SN05LPBX-R2,1089
SN05LPX,288
SN05LT,1001
SN05LT-2,1116
SN05LTG,858
SN05LV,288
SN05LVX,288
SN05LVX-2,675
SN05LVX-3,675
SN07DLG-2,840
SN07DLX,675
SN07DLX-2,670
SN07DVX,675
SN07DVX-2,670
SN07LFG,1089
SN07LFG-2,1089
SN07LG-2,968
SN07LP-2,288
SN07LPB,288
SN07LPBX-2,675
SN07LPBX-3,675
SN07LT-2,1116
SN07LTG,858
SN07LV,288
SN07LV-1,288
SN07LVX-2,675
SN07LVX-3,675
SN09ACR,840
SN09DLG-2,840
SN09DLX,675
SN09DLX-2,670
SN09DVX,675
SN09DVX-2,670
SN09ICE,264
SN09LFG,1089
SN09LFG-2,840
SN09LG-2,968
SN09LP-2,288
SN09LPBX,880
SN09LPBX-2,675
SN09LPBX-3,675
SN09LPBX-P,675
SN09LPBX-R,840
SN09LS-1,968
SN09LT,1001
SN09LT-2,1116
SN09LTG,858
SN09LV,288
SN09LVX,288
SN09LVX-2,675
SN09LVX-3,675
SN10ACNV,670
SN10DLMV,670
SN10DLV,675
SN10ICEV,675
SN10INV-2,675
SN10KMV,840
SN10MIV,840
SN10SIV,675
SN10SIV-2,840
SN12ACR,670
SN12DLX,675
SN12DLX-2,670
SN12ICE,675
SN12LFG,670
SN12LG-2,1001
SN12LGS,1020
SN12LGS-2,1020
SN12LP-2,252
SN12LPB,252
SN12LPBX-2,675
SN12LPBX-3,675
SN12LPBX-R,670
SN12LVX-2,675
SN12LVX-3,344
SN13ACNV,670
SN13DLMV,670
SN13DLV,675
SN13ICEV,675
SN13INV-2,675
SN13MIV,670
SN13SIV,670
SN18DLMV,432
SN18DLV,496
SN18DLV-2,432
SN18DLX,496
SN18DLX-2,432
SN18ICE,496
SN18INV-2,496
SN18LFG,432
SN18LG-2,224
SN18LGS,600
SN18LP-2,682
SN18LPB,220
SN18SIV,496
SN18SIV-2,432
SN24DLV,496
SN24LFG,432
SN24LG-2,150
SN24LGS,600
SNQ060BK1W,840
SNQ060BK2W,840
SNQ060BKS2W,840
SNQ060BSF1W,780
SNQ060BSF2W,780
SNQ062BM1W,900
SNQ062BS1W,800
SNQ131BMF1W,464
SNQ161BMF1W,464
SNW071AAW,648
SNW142BS1W,495
SNW162BS1W,495
SNZ130BM2W,488
SO32BTS,380
SP091CM,1044
SP091CN,1092
SP092CE,910
SP092CM,1044
SP092CN,1092
SP092XN,1092
SP105,90
SP121CA,230
SP121CM,1044
SP121CN,770
SP121HM,814
SP121HN,770
SP122CA,230
SP122CE,729
SP122CM,1044
SP122CN,770
SP122HM,1044
SP122HN,770
SP182CA,242
SP182CM,620
SP182CN,620
SP182HM,500
SP182HN,620
SP242CA,146
SP242CM,620
SP242CN,620
SP242HM,500
SP242HN,620
SP302CE,367
SP342CE,367
SP362CE,367
SPAC40T3N,73
SPAC40T3U,104
SPAC53T3N,73
SPAC53T3U,52
SPL-4L202,432
SQ028KCA,552
SQ028UAC,552
SQ028VAB,552
SQ028VBC,552
SQ032KBA,552
SQ036KEA,552
SQ036KEB,552
SQ036KFA,564
SQ036UAC,552
SQ042PAA,564
SQ042PBA,564
SQ042PCA,564
SQ042UAB,552
SQ042YAA,552
SQ061205A00,2100
SQ061205D02,2000
SQ061505D00,2000
SQ068PDU,490
SQ069JCU,515
SQ06ADACAJ,630
SQ06APAU,490
SQ06B8PWDN,900
SQ06BADU,490
SQ06BAPWCN,900
SQ06BBPWAJ,860
SQ06BCABAN,860
SQ06BCACBJ,946
SQ06BCAWAJ,946
SQ06BCAWBN,946
SQ06BCAWCN,946
SQ06BCAWDN,946
SQ06BCJWAJ,880
SQ06BCPWAJ,860
SQ06BCPWBJ,910
SQ06BDAWAJ,946
SQ06BDAWBJ,946
SQ06BDAWBN,946
SQ06BDAWCN,946
SQ06CAAU,490
SQ06CABU,490
SQ06CACU,490
SQ06DABU,490
SQ06DACU,490
SQ06DJAU,312
SQ06EA1WCN,946
SQ06EA3WAJ,946
SQ06EA7HAJ,630
SQ06EABU,490
SQ06EJ1WAJ,880
SQ06EJ1WEN,880
SQ06EJ1WFN,880
SQ06EJAU,312
SQ06ES8EAJ,664
SQ06FA1WAJ,946
SQ06FA1WDN,946
SQ06FAAU,490
SQ06FJ1WAJ,880
SQ06FJ1WEN,880
SQ06FJ1WFN,880
SQ06FJAU,490
SQ06FJBU,490
SQ06FS1EAN,720
SQ06FS3EAJ,720
SQ06FSAU,490
SQ06GS3EAJ,720
SQ06MDJWAN,880
SQ078PDU,490
SQ079PDU,490
SQ07APBU,490
SQ07APCU,490
SQ07B8JWEJ,780
SQ07B8PWDN,1078
SQ07B9PWBJ,840
SQ07BBAWAJ,946
SQ07BBAWBJ,860
SQ07BBAWBN,946
SQ07BBPWAJ,860
SQ07BBPWAN,860
SQ07BCAWBN,946
SQ07BCAWDN,946
SQ07BCAWHN,946
SQ07BCAWKN,946
SQ07BDAWBN,946
SQ07BDAWHN,946
SQ07BPAU,490
SQ07CAAU,490
SQ07CABU,490
SQ07DAAU,490
SQ07DABU,490
SQ07DJAU,312
SQ07E1AU,312
SQ07EA3WAN,946
SQ07EA3WBN,946
SQ07EACU,490
SQ07EADU,490
SQ07EJ3WEN,880
SQ07EJAU,312
SQ07ES8EEN,664
SQ07FA3WBN,946
SQ07FADU,490
SQ07FS8EEN,720
SQ07FSAU,312
SQ07GS7EAN,720
SQ07GS8EAN,720
SQ07GS9EEN,720
SQ07GSAU,312
SQ07GSBU,490
SQ07GSCU,490
SQ07MDJWHN,880
SQ091505D01,2063
SQ099JAU,515
SQ09BDJWAN,880
SQ09BDJWMN,880
SQ09DJAU,490
SQ09DJMU,490
SQ09DKAU,171
SQ09DKMU,171
SQ09EJ1WAN,880
SQ09EJAU,490
SQ09EK1WEN,550
SQ09EKAU,171
SQ09MDKWAN,550
SQ09MDKWMN,550
SQ119KAU,171
SQ11AKAU,171
SQ11BDKWAN,550
SQ11CKAU,171
SQ11DKAU,171
SQ11EK1WEN,550
SQ11EKAU,171
SQ139KAU,171
SQ13AKAU,171
SQ13AKBU,171
SQ13BDKWAN,550
SQ13CKAU,171
SQ13DKAU,171
SQ13EK1WAN,550
SQ13EKAU,171
SQ16EK1WAN,550
SQ16EKAU,171
SR038VAC,432
SR038VBD,432
SR038VBE,432
SR049KAB,432
SR049RAA,432
SR049RAB,432
SR049SAB,432
SR049UBA,432
SR049UBB,432
SR049YAA,432
SR055VAE,432
SR055YAB,432
SR057KCB,408
SR061KAD,432
SR061KAE,432
SR061RBA,432
SR061YAA,408
SR061YAC,432
SR061YAD,432
SR071RAB,432
SR071RAC,432
SR071UAB,432
SR071UBA,420
SR071UBB,420
SR073YAA,432
SR073YAB,432
SR073YAC,408
SR081SAA,420
SR081UAB,432
SR081UAE,432
SR081YAB,432
SR081YAC,432
SRA038VBA,432
SRB1052B1R,4800
SRB1052B2R,4800
SRB1052D1R,24000
SRB1102B1R,4800
SRB1102B2RF,4800
SRB1152B1R,4800
SRB1152B2R,4800
SRB1152B3R,4800
SRB1152D1R,4800
SRB1152D2R,4800
SRB1202B1R,4800
SRB2352E1S,1625
SRB2902B1S,1625
SRB2903B1S,24000
SRB3102B1S,1625
SRB3202B1S,1625
SRB3302B1SE,1625
SRB3352B1S,1625
SRB3402B1S,1625
SRB3402B2S,1625
SRB3452B1S,1625
SRB3502B1SE,1625
SRB3552B1S,1625
SRB3750E1S,1625
SRB4102B1SE,1625
SRB4202B2S,1625
SRB4202B3S,1625
SRB4302B1S,1625
SRB4302B2S,1625
SRB4402B1S,2250
SRB4452B1S,2250
SRB4452B2S,2250
SRB4452B3S,2250
SRB4502B2S,1625
SRB4502B3S,1625
SRB4502B4S,1625
SRB4502B5S,1625
SRC12HPC000,316
SRC12HPN000,648
SRC18HPC000,171
SRC18HPN000,488
SRC36HPC000,171
SRFV26S4,30
SRFV26W4,30
SRFVC2406S,28
SRFVC2416S,28
SRJ1252B1R,5600
SRJ2052B1S,4480
SRL-4L321,768
SRL-5L321,768
SRP1002B1R,5600
SRP1002B2R,5600
SRP1052B1R,5600
SRP1052B2R,5600
SRP1052B3R,5600
SRP1052D1R,5600
SRP1054B1R,5600
SRP1054D1R,5600
SRP1055B1R,5600
SRP1102B1R,5600
SRP1102B2R,5600
SRP1102B3R,5600
SRP1102B4R,5600
SRP1102B5R,5600
SRP1202B1S,5600
SRP1202B2S,5600
SRP1252B1S,5600
SRP1302B1S,3840
SRP1302B2S,3840
SRP1604B1S,3840
SRP1702B1S,3840
SRP1802B1S,3840
SRP1802B2S,3840
SRP1804B1S,3840
SRP1804B2S,3840
SRP1812B1S,3840
SRP1812B2S,3840
SRP1812B3S,3840
SRP1852B1S,3840
SRP1904B1S,3840
SRP2002B1S,3840
SRP2002B2S,3840
SRP2004B1S,3840
SRP2052B1S,3840
SRP2102B1S,3840
SRP2102B2S,3840
SRP2152B1S,3840
SRP2202B1S,3840
SRP2202B2S,3840
SRP2204B1S,3840
SRP2204B2S,3840
SRP2402B1S,3840
SRP2402B2S,3840
SRP2404B1S,3840
SRP2412B1S,3840
SRP2412B2S,3840
SRP2502B1S,3840
SRP2502B2S,3840
SRP2552B1S,3840
SRP2602B1S,3840
SRP2602B2S,3840
SRP2602B3S,3840
SRP2602B4S,3840
SRP2604B1S,3840
SRP2702B1S,3840
SRP2702B2S,3840
SRP2802B1S,3840
SRP2902B1S,3840
SRP2912B1S,3840
SRP2952B1S,3840
SRP952B1R,5600
SRP952B2R,5600
SRP952D1R,5600
SRQ1152D1R,4800
SRQ2400E2S,3840
SRQ3202B2S,3840
SRR1002D1R,4800
SRR1072D1R,4800
SRR1152D1R,1920
SRR3902B1S,1920
SRR4502B1S,1920
SRR5202B1S,1920
SRR6702B1S,1920
SRR6702B2S,1920
SRR6702B3S,1920
SS55PNL,28
SS55PNL3,28
SS55PT,28
SS55PT3,28
SS55PTE,28
SS55PTE2,28
SS55PTE3,28
SS55PTL,28
SS55PTL3,28
SS55PTLH,28
SS55PTLH3,28
SSNC092T4A1,230
SSNC121T4A1,230
SSNC121T4A2,970
SSNC121TEA0,230
SSNC122T4A1,230
SSNC122T4A2,970
SSNC122TEA0,230
SSNC126HEA0,232
SSNC182TEA0,242
SSNC186HEA0,220
SSNC242TEA0,146
SSNH126T4A1,260
SSNH186T4A1,180
SSNH246T4A1,160
SSP1,4032
SSUC092T4A1,230
SSUC121T4A1,230
SSUC121T4A2,320
SSUC121TEA0,230
SSUC122T4A1,230
SSUC122T4A2,320
SSUC122TEA0,230
SSUC126HEA0,232
SSUC182TEA0,180
SSUC186HEA0,220
SSUC242TEA0,146
SSUH126T4A1,260
SSUH186T4A1,180
SSUH246T4A1,160
ST030SASN0,51
ST147BWM,159
ST148HBN,159
ST148PBM,159
ST148PWM,159
ST149PWN,150
ST1AU,702
ST1AUN,702
ST1GU,702
ST1NU,702
ST1WU,702
ST6-14107WD,150
STKIT-BK,1944
STKIT-WH,1944
STL9S,2376
SU05ACR,408
SU05DLG-2,408
SU05DLX,420
SU05DLX-2,408
SU05DVX,420
SU05DVX-2,408
SU05ICE,264
SU05ICEX,420
SU05LFG,420
SU05LFG-2,420
SU05LPBX,420
SU05LPBX-2,420
SU05LPBX-3,420
SU05LPBX-P,420
SU05LPBX-R,420
SU05LPBX-R2,420
SU05LPX,288
SU05LT,420
SU05LT-2,420
SU05LTG,408
SU05LV,288
SU05LVX,288
SU05LVX-2,420
SU05LVX-3,420
SU07DLG-2,408
SU07DLX,420
SU07DLX-2,408
SU07DVX,420
SU07DVX-2,408
SU07LFG,420
SU07LFG-2,420
SU07LG-2,420
SU07LP-2,288
SU07LPB,288
SU07LPBX-2,420
SU07LPBX-3,420
SU07LT-2,420
SU07LTG,408
SU07LV,288
SU07LV-1,288
SU07LVX-2,420
SU07LVX-3,420
SU09ACR,312
SU09DLG-2,408
SU09DLX,344
SU09DLX-2,312
SU09DVX,344
SU09DVX-2,312
SU09ICE,264
SU09LFG,420
SU09LFG-2,408
SU09LG-2,420
SU09LP-2,288
SU09LPBX,420
SU09LPBX-2,344
SU09LPBX-3,344
SU09LPBX-P,344
SU09LPBX-R,312
SU09LS-1,420
SU09LT,420
SU09LT-2,420
SU09LTG,408
SU09LV,420
SU09LVX,288
SU09LVX-2,344
SU09LVX-3,344
SU10ACNV,490
SU10DLMV,490
SU10DLV,530
SU10ICEV,530
SU10INV-2,344
SU10KMV,490
SU10MIV,490
SU10SIV,530
SU10SIV-2,490
SU12ACR,312
SU12DLX,344
SU12DLX-2,312
SU12ICE,224
SU12LFG,312
SU12LG-2,344
SU12LGS,312
SU12LGS-2,490
SU12LP-2,252
SU12LPB,252
SU12LPBX-2,344
SU12LPBX-3,344
SU12LPBX-R,312
SU12LVX-2,344
SU12LVX-3,344
SU13ACNV,490
SU13DLMV,490
SU13DLV,530
SU13ICEV,530
SU13INV-2,344
SU13MIV,490
SU13SIV,490
SU18DLMV,171
SU18DLV,186
SU18DLV-2,171
SU18DLX,344
SU18DLX-2,312
SU18ICE,344
SU18INV-2,186
SU18LFG,312
SU18LG-2,224
SU18LGS,312
SU18LP-2,150
SU18LPB,220
SU18SIV,186
SU18SIV-2,171
SU24DLV,124
SU24LFG,171
SU24LG-2,150
SU24LGS,171
SUQ060MA,392
SUQ060MAF,490
SUQ060MB,392
SUQ060MBF,490
SUQ060MBS,392
SUQ062MA,489
SUQ062SA,515
SUQ066AA,489
SUQ066BA,489
SUQ066PA,489
SUQ070CA,515
SUQ070CD,515
SUQ070MA,515
SUQ070MD,515
SUQ077BA,489
SUQ077DA,489
SUQ077PA,489
SUQ090CA,489
SUQ090CD,515
SUQ090SA,515
SUQ090SB,515
SUQ090SD,515
SUQ090SE,515
SUQ097B,489
SUQ097BA,489
SUQ097BB,489
SUQ097DA,489
SUQ110CA,489
SUQ110CD,515
SUQ110SA,515
SUQ110SB,515
SUQ110SD,515
SUQ110SE,515
SUQ117BA,489
SUQ117BB,489
SUQ117DA,489
SUW071AA,316
SUW093AA,316
SUZ130BAW,316
SV096BTQ,648
SV096RTQ,648
SV096STQ,648
SV096STQ2,648
SV096STQ3,648
SV096TQ,800
SV126BTQ,648
SV126RTQ,648
SV126STQ,648
SV126STQ2,648
SV126STQ3,648
SV126TQ,800
SV186BTQ,488
SV186RTQ,488
SV186STQ,488
SV186STQ2,488
SV186STQ3,488
SV186TQ,558
SV246BTQ,488
SV246RTQ,488
SV246STQ,488
SV246STQ2,488
SV246STQ3,488
SV246TQ,558
SW060904DC0,2100
SW061204DC0,2100
SW061504DC0,2100
SW06ADACAJ,630
SW06AEACAJ,630
SW06BDACAJ,946
SW06BEACAJ,946
SW06FA1WAJ,946
SW07BDJWAN,880
SW07DJAU,312
SW07EJ1WAN,880
SW07EJAU,312
SW07EK1WEN,550
SW07EKAU,171
SW07FK1WAN,550
SW07FK1WBN,550
SW07FKAU,312
SW07FKBU,312
SW07GJ1WAN,880
SW07GJAU,490
SW07GK1WEN,550
SW07GKAU,171
SW09BDJWAN,880
SW09DJAU,312
SW09EJ1WAN,880
SW09EJAU,312
SW09FK1WAN,550
SW09FKAU,312
SW09FS1EEN,576
SW09FSAU,171
SW09GK1WAN,550
SW09GKAU,312
SW11EK1WAN,550
SW11EKAU,171
SW11GK1WAN,550
SW11GKAU,171
SW137KAU,171
SW13EK1WAN,550
SW13EKAU,171
SW13GK1WAN,550
SW13GKAU,171
SW16EK1WAN,550
SW16FK1WBN,550
SW16FKBU,171
SW302HP,405
SW342CP,405
SW342HP,405
SW362HP,405
SW362HV,367
SWL1,6400
SWWG50N3,42
SWWG50W4,42
SX-B528T,28
SX-B528W,28
SX-B532S,24
SX-B532W,24
SX-B532WD,24
SX-B534W,22
SX-K426T,36
SX-K426W,36
SX-P428T,28
SX-P428W,28
SX-P432W,24
SX092CL,230
SX121CL,970
SX122CD,1091
SX122CL,970
SX122CL2,896
